OTU;abundance;amplicon;length;chimera;spread;identity;taxonomy;L072;L177;L187;L028;L052;L062;L067;L116;L156;L109;L154;L166;L008;L018;L034;L046;L106;L120;L016;L039;L075;L081;L165;L176;L188;L199;L053;L060;L076;L105;L157;L203;L013;L015;L027;L164;L167;L043;L108;L121;L178;L194;L196;L010;L088;L098;L118;L185;L007;L063;L136;L056;L182;L197;L069;L143;L091;L100;L110;L004;L163;L202
350;2863;5d55561783af57fbd4691a968142d25b13cb4ccd;377;N;131;100;KX218391.1.2224 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Atheliales|Atheliaceae|Trametes_versicolor;0.0111765550926591;0;0;0;0;0;0;0;0;0.00212094307980665;0;0;0;0;0;0;0.00127129417747267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00989517357860146;0;0;0;0;0;0;0;0.00480555966287151;0;0
431;2809;171f95622d1156baee086a6a7341b84446f951f9;378;N;64;97.6;EF023231.1.1790 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_Boletaceae;0;0;0;0;0.00233303422638123;0;0;0.00124925044973016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00622131283525964;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00261279991009721;0;0;0;0;0;0.0255433979003401;0.0267843647026815;0.00526555827356026
447;2686;98c04c0f8c95bc6c7b028d302f72e2644ca1f782;378;N;37;97.9;MG829279.1.1648 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Mucoromycota|Glomeromycotina|Glomeromycetes|Glomerales|Glomeraceae|uncultured|Glomeromycotina_sp.;0;0;0;0.0106585183937637;0.002435585181387;0;0;0.00502198680791525;0;0;0;0;0;0;0;0;0;0;0;0;0.003830194701564;0.00622723534249794;0.0218333220499628;0.00173913043478261;0;0.00185352816931764;0;0;0;0;0;0;0;0;0;0;0;0.00201462038795833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00221267733958089;0;0.00726455276857549;0.00346178810971945;0;0;0;0;0;0
460;2542;bd1fa21028b156e9cf0081cad9d7f6694eeac155;377;N;25;97.6;AB084609.1.1666 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Russulales|Stereaceae|Xylobolus|Xylobolus_frustulatus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00383660018199257;0.00203407068395627;0.0502030828224728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0169602087410307;0;0;0;0
462;2524;8df1ffcad2330c3667d5594771ebdb02f007715b;378;N;43;96.3;EF023520.1.1793 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured_Tremellaceae;0;0;0;0;0;0;0;0.00192384569258445;0;0;0;0;0;0;0;0;0;0;0;0;0.00294357555768344;0;0;0;0;0;0;0;0;0.00227050550282236;0;0;0;0;0;0;0;0;0;0.00124426256705193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
199;2503;a170b5e8c25e73093b19cf1fa6ae5a0e2011f9a5;380;N;72;100;MG829580.1.1659 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Mucoromycota|Glomeromycotina|Glomeromycetes|Diversisporales|Acaulosporaceae|Acaulospora|Glomeromycotina_sp.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00221803597472047;0;0;0;0;0.00591304347826087;0;0;0.00131111965097091;0;0;0.00126139194601242;0;0;0.00277585010409438;0;0.00551736217541709;0.00379834254143646;0;0;0;0;0;0;0;0;0;0.00108381502890173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
470;2484;a7b035fb625a60e6bfccd6c251babfbfdfef0ffe;377;N;10;93.6;EU179936.1.1612 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Ascomycota|Taphrinomycotina|Archaeorhizomycetes|Archaeorhizomycetales|Archaeorhizomycetaceae|Archaeorhizomyces|uncultured_Archaeorhizomycetes;0;0;0;0.0178764766739648;0;0;0;0.00202378572856286;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0160086946304782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.151920838183935;0;0;0;0;0;0;0;0.0395078392690271;0;0;0;0;0
476;2417;f9ea5c2c7ece72c28dd826f04bc83fb1e2d5d5df;377;N;79;96.3;EF023231.1.1790 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_Boletaceae;0;0;0;0;0;0;0;0.00202378572856286;0;0;0;0;0;0;0;0;0.00273328248156623;0.00247231262140821;0;0;0;0;0;0;0;0;0;0.0014600962336154;0;0;0;0.00414318061376885;0;0.00184388444990781;0;0;0;0;0;0.00317978211579937;0;0;0;0;0;0;0;0;0;0;0.00117855038302887;0;0;0.0016294881159746;0;0;0;0;0.00117953506659458;0;0.0123945705734756;0.00236328205978689
264;2384;1df780d8acb4791cdd8fad4d705b2d3e4531ca0f;378;N;143;97.9;AF426952.1.1784 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Limnoperdon|Limnoperdon_incarnatum;0;0;0;0;0.0014613511088322;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00398031113271755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00319656697464641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0011565787299664;0;0;0;0;0.00228429031253245;0.00534898891063275;0;0;0;0.0218085326920685
442;2353;11a30487da6cc5a69e437d9f88c0a85b541f3267;377;N;72;99.2;EF023991.1.1838 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Thelephorales|uncultured|uncultured_Boletaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0018482921780275;0;0
490;2323;69caba97797205c9df65d68d5f76b75462f2b335;377;N;38;96.3;EF023231.1.1790 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_Boletaceae;0;0;0;0.00392175733224262;0.00635815921035765;0;0;0.00597141714971017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0072617946345976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0273360678766084;0;0;0.00119406084518742;0;0;0;0.00429275371081351;0.00178282681703222
487;2195;c3ae10322c4daccd482a704adddebae42ec4276d;376;N;31;95.5;GU568151.1.1558 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_fungus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0020976353928299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00928771426620228;0;0;0;0;0.0167954681193781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
547;2068;dcc8f6771cc5e828eec888cfc31f830d5d1c0955;379;N;112;97.1;EF023746.1.2007 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_Auriculariaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00142614228511875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00291396854764107;0;0;0;0;0;0;0;0;0;0;0.00425330812854442;0;0;0;0.00108314515980981;0;0.00640557397314154;0;0;0;0;0.00113038777215314;0;0.00290214335378941;0.0197354782536589
549;2066;609c9691a040632a586bb9fec349642c68f2f683;376;N;48;91.8;KF993708.1.1762 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Ascomycota|Taphrinomycotina|Archaeorhizomycetes|Archaeorhizomycetales|Archaeorhizomycetaceae|Archaeorhizomyces|Archaeorhizomyces_borealis;0.00724033903174831;0;0;0;0;0.00290792350997999;0.00446811658529368;0;0.00158173621912319;0;0;0.00799829369734457;0;0;0;0;0;0;0;0;0;0;0;0;0.0101525540849413;0;0;0;0.00360112142304718;0;0;0;0.00346981263011797;0;0;0;0;0;0;0;0;0.00191911294335063;0;0;0.0101936799184506;0.00289017341040462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
539;2037;3589d990f4ffcfd0d3981413b20055f73897ea91;377;N;51;95.8;DQ457697.1.2144 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Tricholomataceae|Mycena|Mycena_plumbea;0;0;0;0;0;0;0;0;0;0.00143040347242774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
551;1988;35e6266ef8d84568d956f6aced7dbb042fce8e42;377;N;24;96.8;GU568151.1.1558 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_fungus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00184337655733537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0122242709827221;0;0;0;0;0.0146417389101044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
524;1868;6fbfd748f26937647caacfb7250760e9c4a189cd;377;N;27;100;MG829458.1.1653 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Mucoromycota|Glomeromycotina|Glomeromycetes|Glomerales|uncultured|Glomeromycotina_sp.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0030527289546716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00587177614204641;0;0;0;0;0;0;0.0181686266211191;0.0337078651685393
597;1811;b722e34059ea32f9439433c0bc0f30e7bf464b20;377;N;10;96;DQ873658.1.1776 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Tubulicrinis_inornatus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0072463768115942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0913348946135831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
600;1784;ffab33558f14c5871e0731bbeae01ff092827830;377;N;129;96.6;AFVP01000999.6.1734 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Gloeophyllales|Gloeophyllaceae|Gloeophyllum|Gloeophyllum_trabeum_ATCC_11539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00104347826086957;0;0;0;0.00136054421768707;0;0;0;0;0;0.0102438024994878;0;0;0;0;0.00115830814616401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
588;1751;4f4c5c1a6661e57bd2c808d68f5eac28edd6c646;377;N;59;96.6;GU568151.1.1558 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_fungus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00159283225485316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
627;1676;e56b0ada08e7d090d1ea2dca7645c4d4637b5177;377;N;21;96.8;AY657012.1.1774 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Trechisporales|Hydnodontaceae|Trechispora|Trechispora_alnicola;0;0;0;0.00161201068257825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00175292153589316;0;0.00677424684694608;0;0;0.0159725508755324;0;0;0;0;0;0;0
638;1656;238a479a55ddbb22faa9209eef9e5de2f0bbebf3;374;N;39;96.8;AF289662.1.1769 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Burgoa_angulosa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00331115385828262;0;0;0;0;0;0;0;0;0;0.001078360891445;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00219138056975895;0;0.00173089405485973;0;0;0;0.0190374094336833;0.0118806493545754;0.00576309133877856
659;1580;2849a4c893e51aa6026eb628cd2904b5f8b135b7;377;N;34;96.8;DQ457697.1.2144 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Tricholomataceae|Mycena|Mycena_plumbea;0;0;0;0;0.00361492116395334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00730804810360777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00431422224670008;0;0.0123054447378772;0;0;0.0012978922230298;0.00587084148727984;0.00294883766648646;0;0;0
673;1554;e76aee4e2190a0367a304bc4247d5ecad6fd9e6a;378;N;29;97.4;DQ113912.1.1792 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Marasmiaceae|Marasmius|Marasmius_rotula;0;0;0;0.00170825012631427;0.00282015126265863;0;0;0.00339796122326604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00125005388163283;0;0;0;0;0;0;0;0;0;0;0.0017113783533765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00424078867654348;0;0.0047198966117885;0;0;0.00539923164780397;0.00476190476190476;0.00437410920528825;0;0;0
676;1550;1a8bcc32f2fa6dc332312d929aff2db442d21609;386;N;37;85.2;GU187626.1.1710 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Boletales|Coniophoraceae|Coniophora|Coniophora_marmorata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0132325141776938;0.00174621653084983;0;0;0;0;0;0;0;0;0;0;0;0;0
636;1445;7fa90da1c204c5076f77d63e4abecb045bf34e80;378;N;117;97.6;EF023231.1.1790 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_Boletaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00347826086956522;0;0;0;0;0;0.00381571063668758;0;0;0;0;0.00280246967640233;0.00138121546961326;0;0;0;0.0020184703865509;0;0;0.00165924373417169;0;0;0;0;0.00401701323251418;0;0;0;0;0;0;0;0;0;0;0;0;0;0
710;1440;e16a9178da9127b378d80dc9ab4e424007d850dd;377;N;36;97.6;DQ898712.1.1762 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Corticiales|Corticiaceae|Sistotrema|Sistotrema_brinkmannii;0.0164056888378107;0.00460458997222628;0;0;0;0;0;0;0;0.00636282923941995;0.00114825210512886;0;0;0;0;0;0;0;0.00161035488575596;0;0;0;0;0.00243478260869565;0;0;0.00151456925198363;0;0;0;0;0;0;0;0;0.00207182320441989;0;0;0;0;0.0174787227965956;0;0.00375513055628329;0;0;0;0;0.00732514177693762;0;0;0;0;0;0;0;0;0;0;0;0;0;0
713;1418;04fe368833d88f1f76b27b18e56993eb3c26213b;377;N;42;95.8;EF023520.1.1793 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured_Tremellaceae;0;0;0;0;0.00199974362261249;0;0.0148838585589584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
720;1416;8da49b4abe93e151b84cfeab35966abf7cebb660;378;N;48;97.1;AB555669.1.1723 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Mucoromycota|Glomeromycotina|Glomeromycetes|Glomerales|Glomeraceae|Rhizophagus|uncultured_Glomus;0;0;0;0;0;0;0;0;0;0;0;0;0.00211777729646476;0;0;0;0.00222476481057717;0.00156411614823785;0;0.00109273145182562;0;0;0;0.00173913043478261;0;0;0;0;0;0;0;0;0;0;0.00105092612865087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
732;1393;6528eedb03629e8d1a1e4f98780db6288f1b11a6;378;N;41;97.9;EU417589.1.1687 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Mucoromycota|Glomeromycotina|Glomeromycetes|Glomerales|Glomeraceae|Rhizophagus|uncultured_Glomus;0;0;0;0;0;0;0;0;0;0;0;0;0.0022621712030419;0;0;0;0.00349605898804983;0.00383460733116375;0;0.0105881909642413;0.00216335071106855;0.0016155563388556;0.0122198903256381;0.00104347826086957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
723;1388;4f0123a0194248f7a2e7acfb5597cedd37865e88;377;N;48;97.6;KC671421.1.1807 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Auriculariales|Exidiaceae|uncultured_fungus;0;0;0;0;0;0;0;0;0;0.0474006116207951;0.00184996172492983;0;0;0;0;0;0.00502161200101704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00170587817186723;0.00117893633743778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
661;1376;75d1a67523fb406942f117146fb56f9d582792fb;377;N;37;96.3;GU568151.1.1558 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_fungus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0020976353928299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0165949600491703;0;0;0;0;0.00622590628563155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
756;1338;e15943b7a081db0f1f47b7dab44600a86b48c60a;357;N;3;91;GU568161.1.1540 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured_fungus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0342292024288386;0;0;0;0;0;0;0;0;0;0;0
758;1324;56bbea4b0b39ea28ee578c8ab29d9e5a14fbcd49;377;N;17;95.5;AF334916.1.1779 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Henningsomyces|Henningsomyces_candidus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0227679944980363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
748;1323;b038d5b14af589cd9cc075dafee5df2f9d216df1;377;N;29;97.1;DQ520100.1.3368 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Auriculariales|Hyaloriaceae|Tremiscus|Guepinia_helvelloides;0;0;0;0;0;0;0;0;0;0;0.00331717274815004;0;0;0;0;0;0.0022883295194508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0370142730314826;0;0;0;0;0.00812625558793188;0;0.00651168104186897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
778;1296;17abb05fae9c7ea62be43aa0f5e549c9348d85a2;377;N;39;96;EF023231.1.1790 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_Boletaceae;0;0;0;0;0;0;0;0.00222366580051969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00521739130434783;0;0;0;0.00321884851501576;0.00273105181747873;0;0;0.0347352700293877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803;1230;488d8facd1cc5cb71e616ab64de3da858536ccb8;380;N;13;91.9;KF291240.1.1778 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Tricholomataceae|Porpolomopsis|Porpolomopsis_lewelliniae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0526338836099313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
678;1222;e937afaae42220c7b218f27e67718f0340bda70a;377;N;35;97.1;KF993708.1.1762 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Ascomycota|Taphrinomycotina|Archaeorhizomycetes|Archaeorhizomycetales|Archaeorhizomycetaceae|Archaeorhizomyces|Archaeorhizomyces_borealis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00305254925704483;0;0;0;0;0;0;0;0;0.00307434952641454;0.0032520325203252;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00113725211457815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00232776081501859;0
823;1180;77699c4a74df947ba96a1a6b9f6fb60dc4fdcab9;369;N;24;99.5;DQ322622.1.1771 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Chytridiomycota|Incertae_Sedis|Chytridiomycetes|Rhizophydiales|Boothiomyces|Boothiomyces_macroporosum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0398038240102353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
834;1165;184d0c86750cf54a44a882086f710c2e3311c760;378;N;48;96.3;MG829459.1.1651 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Mucoromycota|Glomeromycotina|Glomeromycetes|Glomerales|uncultured|Glomeromycotina_sp.;0;0;0;0.00113081346389818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00170367759370227;0;0;0;0.00202594939437045;0;0;0;0;0;0;0;0;0;0.00103591160220994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00202281283362364;0.00227165168007572;0;0;0;0;0;0.00226729949514798;0
742;1141;62a3de5dd847ddcc6c3eaa9b2987e2649ca48321;377;N;115;97.9;AY293134.1.1757 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Hymenochaetopsis|Hymenochaetopsis_olivacea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00122925629993854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
847;1141;8addcd00722882e4ca25bb5485d0c3d79915336b;374;N;28;96.3;KJ921774.1.1589 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Mucoromycota|Mucoromycotina|Incertae_Sedis|Endogonales|Endogonaceae|uncultured|Mucoromycotina_sp._H1-a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0202503812462319;0;0;0;0;0;0;0;0;0;0;0.00183070771306065;0;0;0;0;0;0;0;0.00193551954874744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
768;1126;e6baad66c2c69dacf0b975e1285d174328688a8a;378;N;23;97.9;FR750211.1.1765 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Mucoromycota|Glomeromycotina|Glomeromycetes|Glomerales|Glomeraceae|Rhizophagus|Rhizophagus_intraradices;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0166549171660204;0.0040958635163496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00893672537508154;0.0059959699218558;0;0;0
891;1076;681ef42802ab1c1351fe6805edb607a12ebe3ecb;378;N;36;97.9;KJ417157.1.1772 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Tricholomataceae|Dennisiomyces_sp._4_MSG-2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00185013876040703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00273643185870061
