OTU;abundance;amplicon;length;chimera;spread;identity;taxonomy;L072;L177;L187;L028;L052;L062;L067;L116;L156;L109;L154;L166;L008;L018;L034;L046;L106;L120;L016;L039;L075;L081;L165;L176;L188;L199;L053;L060;L076;L105;L157;L203;L013;L015;L027;L164;L167;L043;L108;L121;L178;L194;L196;L010;L088;L098;L118;L185;L007;L063;L136;L056;L182;L197;L069;L143;L091;L100;L110;L004;L163;L202
2715;236;3a6d9eca0000fa15bd31113782ffb4263162da3d;378;N;10;96.8;JJNP01002073.1.1784 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Omphalotaceae|Gymnopus|Gymnopus_luxurians_FD-317_M1;0;0;0;0;0;0;0;0;0;0.00172634901844727;0.00995151824445011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2718;236;10f2846755fdafd2c5c9a7f0d500031188f989ca;377;N;12;97.6;KC671421.1.1807 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Auriculariales|Exidiaceae|uncultured_fungus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00643285160380684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2727;235;094be4182d3d77fdcccae43178f04fc5601f24cf;377;N;4;97.6;AF334910.1.1790 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Corticiales|Dendrocorticium|Dendrocorticium_roseocarneum;0.00637839390892113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2781;228;7e887cb8170d0047e5b87e00502589b0df62620a;379;N;31;91.6;DQ459374.1.1779 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Omphalotaceae|Omphalotus|Omphalotus_olearius;0;0.00168104078351118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001469535400731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00131365766081359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2784;228;3cc354f7a81ceeaab871d2ed01a5232de8573365;378;N;19;96.3;DQ457697.1.2144 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Tricholomataceae|Mycena|Mycena_plumbea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001230012300123;0;0;0;0;0;0;0.00137612424436035;0;0;0
2787;228;08ca01f549cd15dc78f6888d13954cc0a78a8005;380;N;17;94.8;DQ457697.1.2144 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Tricholomataceae|Mycena|Mycena_plumbea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00117493712250555;0;0;0;0;0.00124597653410861;0;0.00157271342212611;0;0;0
2791;227;1a55db85dc70115b6f1b23e386bd5a9955d59b06;377;N;13;97.3;AF087450.1.1347 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Polyporales|Incertae_Sedis|Diplomitoporus_crustulinus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00176240568375833;0;0;0;0;0;0;0;0;0;0
2798;226;46701efdf7b13dc1676d6e6bde254f84603da5cb;378;N;25;95.5;EF023231.1.1790 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_Boletaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00161457150785842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00268270120259019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1527;225;a699f1fc3b64ccdd66517e9ba86b886296e650bd;378;N;19;99.5;M59759.1.1718 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Chytridiomycota|Incertae_Sedis|Chytridiomycetes|Spizellomycetales|Spizellomycetaceae|Spizellomyces|Spizellomyces_acuminatus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00880676912450354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1217;222;44e9f1c492cdd233420884a71ee8b1e7df5b1251;377;N;23;97.1;HM536084.1.1703 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Veluticeps_fimbriata;0;0;0;0;0;0;0;0;0;0.00192364604912696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2818;220;918d6f7d893355d8ba2d0fcf60bcba37a929edfb;378;N;44;97.6;HQ728531.1.1694 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Tricholomataceae|Singerocybe|Singerocybe_adirondackensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00104347826086957;0;0;0;0;0;0;0;0;0.025676613462873;0;0;0;0;0;0;0;0;0.00120833037173928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2890;217;33bcd072aaec703d998177677f01f6d36c61f9f7;379;N;7;93.7;EF023231.1.1790 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_Boletaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00832562442183164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2891;217;295de62e1bd088d6c9c8b46a25ca64345fcf8ab7;377;N;4;97.3;AF334910.1.1790 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Corticiales|Dendrocorticium|Dendrocorticium_roseocarneum;0.0059186898434133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2900;214;02ae6ffb60faed8065db52b71390c64c2b836935;378;N;20;97.4;EF023231.1.1790 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_Boletaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00235097316725818;0;0;0;0;0;0;0;0;0.00345303867403315;0;0;0;0;0;0;0.00244520129246354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2907;213;fe4bca75a3e8cf64d3e945b77a03176a55facf39;377;N;10;95.5;JF836020.1.1802 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Ascomycota|Taphrinomycotina|Archaeorhizomycetes|Archaeorhizomycetales|Archaeorhizomycetaceae|Archaeorhizomyces|Archaeorhizomyces_finlayi;0;0;0;0;0;0;0;0;0.00234624205836607;0;0;0;0;0;0;0;0;0.00194253134539216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2969;208;26deb036763bbc32c1b0746fb0eeb0efaea1f6ab;378;N;27;94.7;MG829459.1.1651 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Mucoromycota|Glomeromycotina|Glomeromycetes|Glomerales|uncultured|Glomeromycotina_sp.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00218942943468932;0;0.00328399629972248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2994;206;02651794857a0b0da7ba1cf7dc7db995fc25e6dd;378;N;28;96;EF023231.1.1790 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_Boletaceae;0.00442465163051286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3002;204;311970a764c212012a95cf3e12cb237b3accbeb3;377;N;12;95.5;DQ873598.1.1773 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Corticiales|Corticiaceae|Peniophorella|Peniophorella_pubera;0;0;0;0;0;0;0;0;0;0;0.00267925491196734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3018;202;9999e842f387826bb1af2e10375d36f9aa4bb4da;375;N;20;95;EF023231.1.1790 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_Boletaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00226429638194344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00105807309773572;0
3039;200;2e8e2c3fbe744fbe76e27797ddd74b175306a9ef;379;N;15;95.5;MG829575.1.1651 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Mucoromycota|Glomeromycotina|Glomeromycetes|Glomerales|Glomeraceae|Rhizophagus|Glomeromycotina_sp.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00333368798099089;0;0;0;0;0;0;0;0;0;0;0.00274606156959098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3059;198;b7383bf8a58486b63c37950b2c283a49bff9ff6f;378;N;16;95.5;EF023231.1.1790 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_Boletaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00730804810360777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3064;198;4d48b66229e86ba64fb991337886efef3ea1e795;378;N;17;96.8;DQ457697.1.2144 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Tricholomataceae|Mycena|Mycena_plumbea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00703052728954672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3071;197;0a402beffd7a0418ac6f699822f11983e83f5b5c;377;N;12;96.8;LUGG01000092.41.1831 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Schizophyllaceae|Grifola|Grifola_frondosa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00150538818821024;0;0;0;0;0;0;0.00132697694991891;0;0;0
3077;197;27eb71891ee3738e34f0dee2edba851bd6b2128f;377;N;5;96.6;EU179936.1.1612 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Ascomycota|Taphrinomycotina|Archaeorhizomycetes|Archaeorhizomycetales|Archaeorhizomycetaceae|Archaeorhizomyces|uncultured_Archaeorhizomycetes;0;0;0;0;0.00176900397384951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00226077554430629;0;0;0
3106;195;0103a57abcb4dffa996f9b5f468bcc82d2c86b44;378;N;8;96.6;KU058574.1.1359 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Tricholomataceae|Pseudobaeospora|Pseudobaeospora_celluloderma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00469180198909929;0;0;0;0;0;0;0;0
3079;194;fefbd7c784d0f8d39602a401f871062e19c61e7a;378;N;19;97.4;KU058574.1.1359 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Tricholomataceae|Pseudobaeospora|Pseudobaeospora_celluloderma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00284177187730487;0;0;0;0;0;0;0;0;0
3098;187;60915954ef31d53c11042b249cddc497e9c39d72;378;N;35;96.8;JQ689450.1.1667 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|uncultured|uncultured_Basidiomycota;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0010479434110558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3213;186;c982600c54879dacae70a171e812ca1e16978af7;378;N;12;96.6;MG829575.1.1651 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Mucoromycota|Glomeromycotina|Glomeromycetes|Glomerales|Glomeraceae|Rhizophagus|Glomeromycotina_sp.;0;0;0;0.00113081346389818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00112073796284323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3277;181;7eef50d90beaf579e78f2a91da0216067807a410;377;N;4;96.3;AF426952.1.1784 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Limnoperdon|Limnoperdon_incarnatum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00432847200019675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3297;179;febd2989b0ad986ba7e50794813976e59bd864f8;377;N;18;97.1;AB084609.1.1666 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Russulales|Stereaceae|Xylobolus|Xylobolus_frustulatus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0078254412520706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3082;178;a684ec73c322c370528783cc030cebf4e8650d3d;377;N;12;97.6;KC671328.1.1811 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Corticiales|Corticiaceae|Sistotrema|uncultured_fungus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0020700872393908;0;0
3323;178;2eb0c01066118bf38fb0992976cdabc89626f4f0;377;N;22;92.6;DQ520103.1.3493 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Sebacinales|Sebacinaceae|Craterocolla|Craterocolla_cerasi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00124837069266215;0;0;0;0;0.00134980791195099;0;0;0;0;0
3288;177;49c1a346fe8836d016cf76e4673502b796ee087b;377;N;17;97.4;HM446472.1.1652 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Cantharellales|Ceratobasidiaceae|Rhizoctonia|uncultured_Thanatephorus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0027778929474688
3339;177;0941cbac59e594ad5b5ac503ff4e578562f53168;377;N;7;95;JNHX01014060.4239.6035 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_muscaria_var._guessowii_Koide_BX008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00446704500758555;0;0;0;0;0;0;0;0
488;176;ad56a82d7450de3924a3337a4391c5acc1a5115a;377;N;18;99.5;GQ995332.1.1776 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Chytridiomycota|Incertae_Sedis|Chytridiomycetes|Incertae_Sedis|Incertae_Sedis|uncultured_Chytridiomycota;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00656190640649283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3408;172;8b616fc3699303840f249cd30d8fa0af4840a7ed;376;N;2;97.1;KC670909.1.1809 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Corticiales|Corticiaceae|Hyphodontia|uncultured_fungus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0142737896494157;0;0;0;0;0;0;0;0;0;0;0;0
3421;171;8129e730055d3df9159b55d4d20cf7ba83847531;377;N;9;98.7;AY293147.1.2050 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Serendipita|Serendipita_indica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00364945862335654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3454;169;907ed00ecfdb43e978dedb9a9d98b88299ec7214;378;N;16;97.9;FR750374.1.1765 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Mucoromycota|Glomeromycotina|Glomeromycetes|Glomerales|Glomeraceae|Rhizophagus|Rhizophagus_vesiculiferus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00135400446821475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3463;169;273fd1a414ee779e0409862daa68b01bdf03cc9e;378;N;9;97.9;DQ367417.1.1711 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Lyophyllaceae|Asterophora|Asterophora_lycoperdoides;0.00169515874156012;0;0;0;0;0;0;0;0.00229351751772863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3477;167;003163cdd947af79a8ade1a79f46cc142a64b4c1;376;N;20;96.6;MF196240.1.1646 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Phanerochaete_chrysosporium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00388915896937287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3547;163;01546467e3844a5299ad2a9e7487ec4d19f3db4b;378;N;11;96.6;MG829279.1.1648 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Mucoromycota|Glomeromycotina|Glomeromycetes|Glomerales|Glomeraceae|uncultured|Glomeromycotina_sp.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0017162471395881;0;0;0.00158257658540262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;161;e89e13f21403fcdb5ec854068977c94589bab7e4;380;N;27;98.9;MG829366.1.1659 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Mucoromycota|Glomeromycotina|Glomeromycetes|Diversisporales|Acaulosporaceae|Acaulospora|Glomeromycotina_sp.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0024790236460717;0.00133706702994526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3569;161;b72cd40255890e4ff27f01c4f397b7399bdb1fc3;376;N;7;94.4;AF082678.1.1671 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Polyporales|Incertae_Sedis|Gelatoporia_subvermispora;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0126043405676127;0;0;0;0;0;0;0;0;0;0;0;0
3576;161;2075d02c67368c37c6fe9a73e427e3ec5efb6116;377;N;9;93.7;DQ873638.1.1771 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Odonticium_romellii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00666049953746531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3623;158;3551e4a0076213acabe9411ae06bff41009e7a93;379;N;8;92.4;DQ440645.1.1790 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricales|Hohenbuehelia|Hohenbuehelia_tremula;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0098340503995083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3639;156;c32d7d1f16c7042ca61d344df2431466530d9d52;380;N;29;93.7;MF476083.1.1565 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Pucciniomycotina|Atractiellomycetes|Atractiellales|Atractiella|Atractiella_rhizophila;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0016155563388556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3701;154;a779a251e40da5076ba6a6ef04043c2711fa834c;377;N;18;95.5;AF026605.1.1770 Eukaryota|Amorphea|Obazoa|Opisthokonta|Nucletmycea|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Russulales|Laxitextum|Laxitextum_bicolor;0;0;0;0;0;0;0;0;0;0;0;0;0.00173272687892571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00136986301369863;0;0;0;0
